ensembl_transcript_id	ensembl_gene_id	external_gene_name	chromosome_name	CHR	SYMBOL	ENSEMBL	logFC	AveExpr	t	P.Value	adj.P.Val
ENSMUST00000078869	ENSMUSG00000071177	Serpina1d	12	12	Serpina1d	ENSMUSG00000071177	-9.2800064560977	-2.40834563916379	-8.81296772965707	5.70447954571868e-05	0.0730576050996394
ENSMUST00000066060	ENSMUSG00000048251	Bcl11b	12	12	Bcl11b	ENSMUSG00000048251	-1.91063007287556	3.69921279671184	-8.32904915500423	6.57874293563183e-05	0.0768867680328864
ENSMUST00000030047	ENSMUSG00000028362	Tnfsf8	4	4	Tnfsf8	ENSMUSG00000028362	-2.09763070140102	3.16283117408372	-8.33014096458865	6.70975837141669e-05	0.0768867680328864
ENSMUST00000102626	ENSMUSG00000030854	Ptpn5	7	7	Ptpn5	ENSMUSG00000030854	-3.68824244547198	0.208968401211524	-8.19753827581955	8.19196677152583e-05	0.0788471431234274
ENSMUST00000060409	ENSMUSG00000049109	Themis	10	10	Themis	ENSMUSG00000049109	-1.94697964406233	2.394935595905	-7.99350261377829	8.53431953797456e-05	0.0788471431234274
ENSMUST00000192746	ENSMUSG00000076620	Ighj2	12	12	Ighj2	ENSMUSG00000076620	-1.73473575480423	3.10164346372382	-7.9025119968835	8.9217238274166e-05	0.0788471431234274
ENSMUST00000035988	ENSMUSG00000038991	Txndc5	13	13	Txndc5	ENSMUSG00000038991	-1.28234930401676	7.42150532554956	-7.80060898762325	8.95009851314492e-05	0.0788471431234274
ENSMUST00000204036	ENSMUSG00000039264	Gimap3	6	6	Gimap3	ENSMUSG00000039264	-1.81630270543452	4.44826393439328	-7.85702661528418	9.34680328276654e-05	0.0788471431234274
ENSMUST00000193893	ENSMUSG00000094694	Ighv1-9	12	12	Ighv1-9	ENSMUSG00000094694	-5.19400670995138	5.29103968974368	-8.01948070065016	9.79085989138772e-05	0.0788471431234274
ENSMUST00000081654	ENSMUSG00000001435	Col18a1	10	10	Col18a1	ENSMUSG00000001435	0.95984013543291	4.9651467534084	7.53179703342681	0.000102466831387817	0.0788471431234274
ENSMUST00000027507	ENSMUSG00000026285	Pdcd1	1	1	Pdcd1	ENSMUSG00000026285	-2.61540244976076	1.9387678974578	-7.77744670243106	0.000107359501155434	0.0788471431234274
ENSMUST00000169295	ENSMUSG00000051998	Lax1	1	1	Lax1	ENSMUSG00000051998	-1.69017670467077	3.92357368150605	-7.65185295398642	0.000108209883278307	0.0788471431234274
ENSMUST00000065797	ENSMUSG00000027221	Chst1	2	2	Chst1	ENSMUSG00000027221	-1.51999335098771	3.3815538054465	-7.61411809172306	0.000108669212773696	0.0788471431234274
ENSMUST00000103299	ENSMUSG00000076498	Trbc2	6	6	Trbc2	ENSMUSG00000076498	-1.92796605561888	3.36099999450895	-7.67600424094552	0.000109422069018142	0.0788471431234274
ENSMUST00000103534	ENSMUSG00000096672	Ighv1-63	12	12	Ighv1-63	ENSMUSG00000096672	-8.3094875577757	-1.98391029462132	-7.89540585564097	0.000112266279479435	0.0788471431234274
ENSMUST00000019248	ENSMUSG00000030577	Cd22	7	7	Cd22	ENSMUSG00000030577	-1.08386633003712	5.28077735145296	-7.377206783522	0.000120466315244613	0.0819327930416305
ENSMUST00000161971	ENSMUSG00000005763	Cd247	1	1	Cd247	ENSMUSG00000005763	-2.1127265281773	2.91438127779655	-7.50347342192853	0.000128375863553687	0.0819327930416305
ENSMUST00000199266	ENSMUSG00000076731	Ighv8-12	12	12	Ighv8-12	ENSMUSG00000076731	-2.31492826905782	3.56462925040105	-7.50366222909848	0.000130779826747161	0.0819327930416305
ENSMUST00000198182	ENSMUSG00000076937	Iglc2	16	16	Iglc2	ENSMUSG00000076937	-1.84610720616012	5.89914117044127	-7.41897977985496	0.000133590488181863	0.0819327930416305
ENSMUST00000101294	ENSMUSG00000073008	Gpr174	X	X	Gpr174	ENSMUSG00000073008	-1.79950800251145	2.29800407899895	-7.36163136660791	0.000139271545525575	0.0819327930416305
ENSMUST00000041407	ENSMUSG00000036169	Sostdc1	12	12	Sostdc1	ENSMUSG00000036169	-4.25686110803168	0.298590005681503	-7.51624831342376	0.000142664248916935	0.0819327930416305
ENSMUST00000089398	ENSMUSG00000068227	Il2rb	15	15	Il2rb	ENSMUSG00000068227	-1.33427736181186	5.29600518807252	-7.11277029299487	0.000159423085174799	0.0819327930416305
ENSMUST00000237355	ENSMUSG00000001700	Gramd2b	18	18	Gramd2b	ENSMUSG00000001700	-0.885253230878921	5.10885004240734	-6.97527956870058	0.000160030766255362	0.0819327930416305
ENSMUST00000195124	ENSMUSG00000076672	Ighv3-6	12	12	Ighv3-6	ENSMUSG00000076672	-2.21124560494355	5.43506818032814	-7.20812104392977	0.00016567870998674	0.0819327930416305
ENSMUST00000196587	ENSMUSG00000094124	Ighv1-74	12	12	Ighv1-74	ENSMUSG00000094124	-2.80517438806478	2.31507678899535	-7.25258754062855	0.000166881756107789	0.0819327930416305
ENSMUST00000020664	ENSMUSG00000020395	Itk	11	11	Itk	ENSMUSG00000020395	-1.16447999552756	4.51375164351234	-6.97706769363828	0.000172692362698779	0.0819327930416305
ENSMUST00000102976	ENSMUSG00000015619	Gata3	2	2	Gata3	ENSMUSG00000015619	-1.19655763160072	3.87370854959742	-6.9840205201174	0.00017294859049	0.0819327930416305
ENSMUST00000103396	ENSMUSG00000094117	Igkv3-12	6	6	Igkv3-12	ENSMUSG00000094117	-1.66512816356434	3.31609475860701	-7.08070820429435	0.000173366488390537	0.0819327930416305
ENSMUST00000102802	ENSMUSG00000052013	Btla	16	16	Btla	ENSMUSG00000052013	-1.0422807942524	4.44853914108538	-6.89371706590981	0.000180036503506567	0.0819327930416305
ENSMUST00000103314	ENSMUSG00000095497	Igkv1-122	6	6	Igkv1-122	ENSMUSG00000095497	-8.53839696179414	-1.7366724764905	-7.28988593452287	0.000183398118415219	0.0819327930416305
ENSMUST00000010286	ENSMUSG00000010142	Tnfrsf13b	11	11	Tnfrsf13b	ENSMUSG00000010142	-0.815647993819692	5.09891674661945	-6.7883781297158	0.000184264558898999	0.0819327930416305
ENSMUST00000193950	ENSMUSG00000095923	Ighv1-37	12	12	Ighv1-37	ENSMUSG00000095923	-10.4859986058941	-3.23852461272734	-7.24743314786551	0.000192395690214668	0.0819327930416305
ENSMUST00000103367	ENSMUSG00000096422	Igkv12-44	6	6	Igkv12-44	ENSMUSG00000096422	-4.50526672338283	4.35607561100101	-7.14323490402741	0.000195926076161833	0.0819327930416305
ENSMUST00000027291	ENSMUSG00000026117	Zap70	1	1	Zap70	ENSMUSG00000026117	-1.92965714969795	2.7569633520396	-6.97042881343736	0.000197312342664466	0.0819327930416305
ENSMUST00000102832	ENSMUSG00000032093	Cd3e	9	9	Cd3e	ENSMUSG00000032093	-2.12269657073697	4.06698093609133	-6.9726926192178	0.000201005691207376	0.0819327930416305
ENSMUST00000082303	ENSMUSG00000028339	Col15a1	4	4	Col15a1	ENSMUSG00000028339	1.11959923977945	6.13188901665508	6.78966989088816	0.000201387010490461	0.0819327930416305
ENSMUST00000103496	ENSMUSG00000095200	Ighv1-7	12	12	Ighv1-7	ENSMUSG00000095200	-2.26388694800841	3.60347285289195	-6.96757253736915	0.000204575061973476	0.0819327930416305
ENSMUST00000086844	ENSMUSG00000000782	Tcf7	11	11	Tcf7	ENSMUSG00000000782	-1.75234629668456	4.51348763577058	-6.89561664390597	0.000206049805093357	0.0819327930416305
ENSMUST00000021011	ENSMUSG00000035373	Ccl7	11	11	Ccl7	ENSMUSG00000035373	0.895436104062488	5.30774682138265	6.68795103458141	0.000206977017145401	0.0819327930416305
ENSMUST00000103384	ENSMUSG00000076583	Igkv8-24	6	6	Igkv8-24	ENSMUSG00000076583	-6.77527533923039	1.39653310501391	-7.00760748543576	0.000229050222494937	0.0858575159136706
ENSMUST00000027162	ENSMUSG00000026009	Icos	1	1	Icos	ENSMUSG00000026009	-1.53415715282077	3.40163926185993	-6.73826051544698	0.00022932356886183	0.0858575159136706
ENSMUST00000215293	ENSMUSG00000047880	Cxcr5	9	9	Cxcr5	ENSMUSG00000047880	-1.46690253869153	3.5573795367077	-6.66124739840239	0.000242961021145396	0.0858575159136706
ENSMUST00000053375	ENSMUSG00000050921	P2ry10	X	X	P2ry10	ENSMUSG00000050921	-1.22930682959746	4.66324794063072	-6.60908681577724	0.000243049879933635	0.0858575159136706
ENSMUST00000103354	ENSMUSG00000094006	Igkv4-59	6	6	Igkv4-59	ENSMUSG00000094006	-4.0643606594281	3.95342021159485	-6.87824186915373	0.000243154100188592	0.0858575159136706
ENSMUST00000195337	ENSMUSG00000076688	Ighv15-2	12	12	Ighv15-2	ENSMUSG00000076688	-5.3302812197619	-1.16430957616578	-6.90489549627332	0.000244984369085958	0.0858575159136706
ENSMUST00000033930	ENSMUSG00000031530	Dusp4	8	8	Dusp4	ENSMUSG00000031530	-0.738884748010755	5.25687966001724	-6.43122074876844	0.000247819148288031	0.0858575159136706
ENSMUST00000096065	ENSMUSG00000071552	Tigit	16	16	Tigit	ENSMUSG00000071552	-1.7625502304071	2.78536869604588	-6.68633652062786	0.000248439440683504	0.0858575159136706
ENSMUST00000002101	ENSMUSG00000002033	Cd3g	9	9	Cd3g	ENSMUSG00000002033	-2.26885187494629	2.58515885274293	-6.68222954070576	0.000263319558900581	0.0893134979713905
ENSMUST00000198398	ENSMUSG00000076928	Trac	14	14	Trac	ENSMUSG00000076928	-2.21485350400298	3.52842453638621	-6.66290758907778	0.00026664419291477	0.0893134979713905
ENSMUST00000159610	ENSMUSG00000024112	Cacna1h	17	17	Cacna1h	ENSMUSG00000024112	-2.17921240594797	3.5297569386385	-6.62824411219434	0.000274207759881476	0.0904553234566589
ENSMUST00000067240	ENSMUSG00000000409	Lck	4	4	Lck	ENSMUSG00000000409	-1.71673708013348	4.04695850482692	-6.52172568906898	0.0002866773034951	0.0918131157356896
ENSMUST00000195706	ENSMUSG00000076666	Ighv14-4	12	12	Ighv14-4	ENSMUSG00000076666	-5.93197771607115	1.80374014382042	-6.73773797562612	0.000286757848154827	0.0918131157356896
ENSMUST00000103342	ENSMUSG00000076541	Igkv4-79	6	6	Igkv4-79	ENSMUSG00000076541	-8.47626108048652	-3.68031414043396	-6.73457422292362	0.000295671398909816	0.092933814475638
ENSMUST00000103323	ENSMUSG00000076522	Igkv16-104	6	6	Igkv16-104	ENSMUSG00000076522	-10.9079567512001	-0.437821300629478	-6.7393902325709	0.000298795104413681	0.092933814475638
ENSMUST00000200235	ENSMUSG00000105547	Iglc3	16	16	Iglc3	ENSMUSG00000105547	-2.77206227855962	4.18947240794031	-6.52441328995204	0.000315246877365101	0.0966697889294786
ENSMUST00000161490	ENSMUSG00000029334	Prkg2	5	5	Prkg2	ENSMUSG00000029334	-1.99679322797306	1.66563146449238	-6.35520562767717	0.00034599492573062	0.10422397687594
ENSMUST00000030372	ENSMUSG00000028626	Col9a2	4	4	Col9a2	ENSMUSG00000028626	-2.70909161516453	2.03091622806487	-6.40174241271729	0.000351541276663993	0.10422397687594
ENSMUST00000054930	ENSMUSG00000044172	Ptx4	17	17	Ptx4	ENSMUSG00000044172	1.26016018070198	2.45070453485148	6.19985632982969	0.000358023807558407	0.10422397687594
ENSMUST00000038829	ENSMUSG00000042474	Fcmr	1	1	Fcmr	ENSMUSG00000042474	-1.72728813124807	3.75754701978763	-6.27449191056924	0.000361282708085058	0.10422397687594
ENSMUST00000103410	ENSMUSG00000076609	Igkc	6	6	Igkc	ENSMUSG00000076609	-2.71158467120639	11.5142776738309	-6.36115548810506	0.000365117741604956	0.10422397687594
ENSMUST00000195707	ENSMUSG00000096498	Ighv2-5	12	12	Ighv2-5	ENSMUSG00000096498	-6.21435982280311	-1.73671190804057	-6.46430145530004	0.000368603996851341	0.10422397687594
ENSMUST00000203884	ENSMUSG00000035158	Mitf	6	6	Mitf	ENSMUSG00000035158	0.781224671162256	6.09399937422024	5.98286084063955	0.000385693141570296	0.107657834336775
ENSMUST00000160620	ENSMUSG00000037999	Arap2	5	5	Arap2	ENSMUSG00000037999	-0.722396167756645	5.49311749027171	-5.94447636271529	0.000391823037875947	0.107984445324495
ENSMUST00000169159	ENSMUSG00000024673	Ms4a1	19	19	Ms4a1	ENSMUSG00000024673	-0.876938741766377	4.23249554140011	-5.94840073276738	0.000412325215564841	0.112115908766714
ENSMUST00000050325	ENSMUSG00000067341	H2-Eb2	17	17	H2-Eb2	ENSMUSG00000067341	-1.74043778445969	2.02721982829517	-6.1070021699996	0.00042457993895327	0.112115908766714
ENSMUST00000030952	ENSMUSG00000029075	Tnfrsf4	4	4	Tnfrsf4	ENSMUSG00000029075	-2.30759591951261	1.93548321422944	-6.16938643856485	0.000424724918080611	0.112115908766714
ENSMUST00000178229	ENSMUSG00000094164	Ighv2-3	12	12	Ighv2-3	ENSMUSG00000094164	-7.30550815110126	1.35806541182095	-6.31840489038625	0.000427412292285377	0.112115908766714
ENSMUST00000192856	ENSMUSG00000076490	Trbc1	6	6	Trbc1	ENSMUSG00000076490	-1.94825850818182	2.39080286899295	-6.09927921340266	0.000438728996481322	0.113644076367271
ENSMUST00000238167	ENSMUSG00000024669	Cd5	19	19	Cd5	ENSMUSG00000024669	-1.46811981106233	3.31234029266071	-6.01887401875359	0.000443677498218725	0.113644076367271
ENSMUST00000132833	ENSMUSG00000026012	Cd28	1	1	Cd28	ENSMUSG00000026012	-1.60087941704827	4.23906446255306	-6.0024159071713	0.000460650238337852	0.115272113343019
ENSMUST00000105286	ENSMUSG00000019932	Kera	10	10	Kera	ENSMUSG00000019932	1.42903977908396	4.37943292302011	5.95759752084242	0.000467848894911605	0.115272113343019
ENSMUST00000103547	ENSMUSG00000094075	Ighv1-80	12	12	Ighv1-80	ENSMUSG00000094075	-3.73846841361378	5.35700136553415	-6.1439705637216	0.000470734076702024	0.115272113343019
ENSMUST00000103400	ENSMUSG00000095335	Igkv3-5	6	6	Igkv3-5	ENSMUSG00000095335	-8.40139086752933	-1.01749280319783	-6.21746686904673	0.000474491839683852	0.115272113343019
ENSMUST00000022368	ENSMUSG00000021822	Plau	14	14	Plau	ENSMUSG00000021822	0.83857277500071	7.14222253858744	5.78977738743029	0.000476506072059147	0.115272113343019
ENSMUST00000016638	ENSMUSG00000016494	Cd34	1	1	Cd34	ENSMUSG00000016494	0.713322958493265	6.82494609987974	5.73284559094759	0.000482063904806572	0.115335113576359
ENSMUST00000039484	ENSMUSG00000039981	Zc3h12d	10	10	Zc3h12d	ENSMUSG00000039981	-0.984118386341136	4.42781511570208	-5.80914535832182	0.0004893469155287	0.115805011357509
ENSMUST00000103428	ENSMUSG00000076619	Ighj3	12	12	Ighj3	ENSMUSG00000076619	-1.91307478577743	2.7051803415249	-5.9296167548523	0.000515486097981676	0.120679175540398
ENSMUST00000112241	ENSMUSG00000042064	Myo3b	2	2	Myo3b	ENSMUSG00000042064	-2.85241097179519	-0.260930659925844	-5.98735261694522	0.000525896320621457	0.121806539282663
ENSMUST00000072876	ENSMUSG00000066366	Serpina1a	12	12	Serpina1a	ENSMUSG00000066366	-6.96291746391934	-1.87030454886171	-6.07317563488799	0.000537194187742716	0.122889690919364
ENSMUST00000132527	ENSMUSG00000027570	Col9a3	2	2	Col9a3	ENSMUSG00000027570	-2.12437129418728	1.69438622956187	-5.88943877885554	0.000548329711324175	0.122889690919364
ENSMUST00000026886	ENSMUSG00000025780	Itih5	2	2	Itih5	ENSMUSG00000025780	0.656203468871421	7.07419210846334	5.58108364974555	0.000550032480107879	0.122889690919364
ENSMUST00000170846	ENSMUSG00000034858	Atosa	9	9	Atosa	ENSMUSG00000034858	-0.730126381570078	5.84336852101919	-5.60401538855772	0.000553150363315162	0.122889690919364
ENSMUST00000082405	ENSMUSG00000064354	mt-Co2	MT	MT	mt-Co2	ENSMUSG00000064354	1.2237016077091	7.27312093897968	5.73122696377851	0.000562592766585714	0.123724946607113
ENSMUST00000236519	ENSMUSG00000037548	H2-DMb2	17	17	H2-DMb2	ENSMUSG00000037548	-1.3986891347311	3.77122539552861	-5.75081102095736	0.00057151668528507	0.124430612720265
ENSMUST00000025262	ENSMUSG00000024399	Ltb	17	17	Ltb	ENSMUSG00000024399	-1.15037197067314	3.50879861228955	-5.6776490090375	0.000583993653708638	0.125529610058023
ENSMUST00000000834	ENSMUSG00000000817	Fasl	1	1	Fasl	ENSMUSG00000000817	-1.6989754930029	1.54646360765425	-5.7700334374495	0.000588095729649015	0.125529610058023
ENSMUST00000103404	ENSMUSG00000095682	Igkv3-1	6	6	Igkv3-1	ENSMUSG00000095682	-7.12429128856964	-1.54857987576371	-5.93332287097021	0.000616263621831233	0.12984756817355
ENSMUST00000029273	ENSMUSG00000027718	Il21	3	3	Il21	ENSMUSG00000027718	-2.63489729755127	0.289520326234438	-5.79841705587562	0.000625179844813426	0.12984756817355
ENSMUST00000041708	ENSMUSG00000040229	Gpr34	X	X	Gpr34	ENSMUSG00000040229	1.03419464664449	4.20587926389884	5.58022573675603	0.000626216914303821	0.12984756817355
ENSMUST00000160641	ENSMUSG00000026407	Cacna1s	1	1	Cacna1s	ENSMUSG00000026407	-2.60321952521925	1.67004136542181	-5.76108966812905	0.000647602953889189	0.133015202944108
ENSMUST00000109428	ENSMUSG00000074607	Tox2	2	2	Tox2	ENSMUSG00000074607	-2.16102781054891	1.20711070731614	-5.7163460215138	0.000654106410361117	0.133095371648432
ENSMUST00000103521	ENSMUSG00000094198	Ighv1-50	12	12	Ighv1-50	ENSMUSG00000094198	-2.90226346521418	4.37377821986164	-5.70461706478252	0.000698163830402588	0.138975561966438
ENSMUST00000029865	ENSMUSG00000028211	Trp53inp1	4	4	Trp53inp1	ENSMUSG00000028211	-1.1823870335525	7.27025634021738	-5.50824998476167	0.000700442215514589	0.138975561966438
ENSMUST00000023053	ENSMUSG00000022371	Col14a1	15	15	Col14a1	ENSMUSG00000022371	1.26470175700487	6.3223208788965	5.52170794754337	0.000703472516037778	0.138975561966438
ENSMUST00000093800	ENSMUSG00000049493	Pls1	9	9	Pls1	ENSMUSG00000049493	-1.64851848136281	1.67398414083313	-5.57229392597739	0.00071401722213625	0.138975561966438
ENSMUST00000103405	ENSMUSG00000076604	Igkj1	6	6	Igkj1	ENSMUSG00000076604	-2.31113190644068	0.290868391837281	-5.64168015873264	0.000714921134495731	0.138975561966438
ENSMUST00000124816	ENSMUSG00000026011	Ctla4	1	1	Ctla4	ENSMUSG00000026011	-2.48841064252853	3.55608350674602	-5.62400119381586	0.000738009540563119	0.142194192187082
ENSMUST00000090986	ENSMUSG00000015852	Fcrl2	3	3	Fcrl2	ENSMUSG00000015852	0.930573410339783	4.48783490054576	5.36148935807394	0.000763547926242179	0.144861497980947
ENSMUST00000103507	ENSMUSG00000094561	Ighv1-22	12	12	Ighv1-22	ENSMUSG00000094561	-2.01637918451431	3.02763839440646	-5.52641159260294	0.000783078995839069	0.144861497980947
ENSMUST00000147537	ENSMUSG00000028063	Lmna	3	3	Lmna	ENSMUSG00000028063	0.741179434507551	7.87229236193849	5.26793340411782	0.000790162584663032	0.144861497980947
ENSMUST00000109316	ENSMUSG00000017754	Pltp	2	2	Pltp	ENSMUSG00000017754	0.657806107267406	7.12220546162127	5.22848978691298	0.00079749863205746	0.144861497980947
ENSMUST00000129902	ENSMUSG00000037754	Ppp1r16b	2	2	Ppp1r16b	ENSMUSG00000037754	-1.01189063031444	5.41128564868713	-5.33463034895648	0.00080477145130562	0.144861497980947
ENSMUST00000057612	ENSMUSG00000035279	Ssc5d	7	7	Ssc5d	ENSMUSG00000035279	1.23042965928888	5.67204029168006	5.37825271456028	0.000811493604323173	0.144861497980947
ENSMUST00000200884	ENSMUSG00000037379	Spon2	5	5	Spon2	ENSMUSG00000037379	1.11231946523479	3.67138449143078	5.35020850695651	0.000813038746501027	0.144861497980947
ENSMUST00000159552	ENSMUSG00000022150	Dab2	15	15	Dab2	ENSMUSG00000022150	0.812067149510072	8.08425600155593	5.2656129290068	0.000813085509837868	0.144861497980947
ENSMUST00000103316	ENSMUSG00000094872	Igkv9-120	6	6	Igkv9-120	ENSMUSG00000094872	-3.55951728338235	1.08463282986866	-5.58211890455174	0.000815159948696777	0.144861497980947
ENSMUST00000145401	ENSMUSG00000020279	Il9r	11	11	Il9r	ENSMUSG00000020279	-1.66687208301859	1.48422115177396	-5.43630335220667	0.000824520186747638	0.144861497980947
ENSMUST00000125761	ENSMUSG00000034171	Faah	4	4	Faah	ENSMUSG00000034171	-0.909582320244544	3.74427832910761	-5.28066420296332	0.00082673280994295	0.144861497980947
ENSMUST00000102534	ENSMUSG00000027347	Rasgrp1	2	2	Rasgrp1	ENSMUSG00000027347	-0.65002339049981	5.46098207548439	-5.18170835198498	0.000836101561471548	0.144861497980947
ENSMUST00000060747	ENSMUSG00000052271	Bhlha15	5	5	Bhlha15	ENSMUSG00000052271	-1.38008795728234	2.52906998660916	-5.37621394182677	0.000838349657615255	0.144861497980947
ENSMUST00000075180	ENSMUSG00000025372	Baiap2	11	11	Baiap2	ENSMUSG00000025372	0.631143906762365	5.68784478435776	5.12095878297602	0.000886128816873161	0.151273317379573
ENSMUST00000033602	ENSMUSG00000031250	Tnmd	X	X	Tnmd	ENSMUSG00000031250	1.14840467442354	4.77979937321712	5.27441879890372	0.000889352591612405	0.151273317379573
ENSMUST00000146071	ENSMUSG00000027843	Ptpn22	3	3	Ptpn22	ENSMUSG00000027843	-0.650947029282693	6.24125228204281	-5.10528908897939	0.000908929995837502	0.152602922846252
ENSMUST00000038618	ENSMUSG00000040488	Ltbp4	7	7	Ltbp4	ENSMUSG00000040488	0.701682686406003	7.876129221913	5.12193179452485	0.000911187762723352	0.152602922846252
ENSMUST00000024857	ENSMUSG00000024063	Lbh	17	17	Lbh	ENSMUSG00000024063	-0.680745031810268	6.58074961408529	-5.10457105450347	0.000920854012716078	0.152686686611197
ENSMUST00000033752	ENSMUSG00000019558	Slc6a8	X	X	Slc6a8	ENSMUSG00000019558	0.719253663361405	5.55003940998115	5.11380782539495	0.000925713881714038	0.152686686611197
ENSMUST00000023601	ENSMUSG00000022885	St6gal1	16	16	St6gal1	ENSMUSG00000022885	-0.717564864063032	6.7296029501389	-5.08707509051428	0.000952581733823276	0.155936913600003
ENSMUST00000103378	ENSMUSG00000076577	Igkv8-30	6	6	Igkv8-30	ENSMUSG00000076577	-2.6918691388315	2.48077760275752	-5.37413585020074	0.000969523296458671	0.157169874105346
ENSMUST00000031249	ENSMUSG00000029309	Sparcl1	5	5	Sparcl1	ENSMUSG00000029309	0.631736050684249	6.6052107222042	5.03447772411295	0.000974551396482719	0.157169874105346
ENSMUST00000159910	ENSMUSG00000021614	Vcan	13	13	Vcan	ENSMUSG00000021614	0.823487831400427	5.97403265335282	5.09520141921071	0.000982092437768116	0.157221445257996
ENSMUST00000203083	ENSMUSG00000064262	Gimap8	6	6	Gimap8	ENSMUSG00000064262	-1.08862139393503	4.47117563695409	-5.14992882736873	0.00100233255940752	0.158381895907449
ENSMUST00000070630	ENSMUSG00000056481	Cd248	19	19	Cd248	ENSMUSG00000056481	0.747603112787638	5.48288053974453	5.04995083731866	0.00100389039294635	0.158381895907449
ENSMUST00000236632	ENSMUSG00000045826	Ptprcap	19	19	Ptprcap	ENSMUSG00000045826	-1.04746704195125	3.93042020927064	-5.12998567268335	0.00101328842248926	0.158714500247742
ENSMUST00000103525	ENSMUSG00000094787	Ighv1-54	12	12	Ighv1-54	ENSMUSG00000094787	-7.23738310108192	-1.37573054799642	-5.37559726914209	0.00108494824426114	0.168492709309694
ENSMUST00000103154	ENSMUSG00000057058	Skap1	11	11	Skap1	ENSMUSG00000057058	-1.39526808354552	2.881722575716	-5.12194366107935	0.00110488743115992	0.168492709309694
ENSMUST00000195884	ENSMUSG00000096805	Ighv9-1	12	12	Ighv9-1	ENSMUSG00000096805	-7.73809541694552	-2.54793684312203	-5.36249793145472	0.0011051072814506	0.168492709309694
ENSMUST00000027146	ENSMUSG00000025997	Ikzf2	1	1	Ikzf2	ENSMUSG00000025997	-1.36471956319389	5.134227968434	-5.10903712776617	0.00111422778201609	0.168492709309694
ENSMUST00000103451	ENSMUSG00000096638	Ighv2-9	12	12	Ighv2-9	ENSMUSG00000096638	-4.80736079774869	0.508142242327969	-5.31474519254585	0.0011161421425659	0.168492709309694
ENSMUST00000109409	ENSMUSG00000020297	Nsg2	11	11	Nsg2	ENSMUSG00000020297	-1.55207868931208	1.52414615620967	-5.12373326181554	0.00113239971767271	0.168492709309694
