ensembl_transcript_id	ensembl_gene_id	external_gene_name	chromosome_name	CHR	SYMBOL	ENSEMBL	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSMUST00000072876	ENSMUSG00000066366	Serpina1a	12	12	Serpina1a	ENSMUSG00000066366	-7.13869426257682	-1.34838622672456	-5.79668636136284	0.000615369624174378	0.705148813553924	-3.62160400257628
ENSMUST00000183917	ENSMUSG00000093954	Gm16867	14	14	Gm16867	ENSMUSG00000093954	0.783562469286373	4.73006258060505	5.63363599090681	0.00073033744376302	0.790321866912259	0.0250649999194179
ENSMUST00000071708	ENSMUSG00000059049	Frem1	4	4	Frem1	ENSMUSG00000059049	1.87941263723875	2.09592843825739	5.59335721843245	0.000762298328364755	0.790321866912259	-0.542601230470785
ENSMUST00000053764	ENSMUSG00000044167	Foxo1	3	3	Foxo1	ENSMUSG00000044167	-0.436853795017368	6.55631687589221	-5.54762291141331	0.000800489207876882	0.792193228813431	-0.0464169420308354
ENSMUST00000064783	ENSMUSG00000042436	Mfap4	11	11	Mfap4	ENSMUSG00000042436	0.591306693237749	4.83378770302359	5.40987788127685	0.00092899119659625	0.845191457188571	-0.182034037187261
ENSMUST00000237355	ENSMUSG00000001700	Gramd2b	18	18	Gramd2b	ENSMUSG00000001700	-0.749069024740451	5.12067676332035	-5.39274825364268	0.000946515417550295	0.845191457188571	-0.199683815170395
ENSMUST00000065797	ENSMUSG00000027221	Chst1	2	2	Chst1	ENSMUSG00000027221	-1.30421628128039	3.42468273278705	-5.36986381478304	0.000970502775570195	0.845191457188571	-0.403258792249195
ENSMUST00000127748	ENSMUSG00000043496	Tril	6	6	Tril	ENSMUSG00000043496	0.674325453559085	3.96305745379029	5.32591172729059	0.00101849036472602	0.848470773997945	-0.301061447919458
ENSMUST00000195619	ENSMUSG00000076670	Ighv3-5	12	12	Ighv3-5	ENSMUSG00000076670	-7.49429336599696	-2.36594170727228	-5.2849612873103	0.00106558132302596	0.848470773997945	-4.08341586928374
ENSMUST00000028882	ENSMUSG00000027399	Il1a	2	2	Il1a	ENSMUSG00000027399	0.492903537396012	5.66009735310819	5.26353450235851	0.00109118049200544	0.848470773997945	-0.338358005601833
ENSMUST00000117550	ENSMUSG00000070873	Lilra5	7	7	Lilra5	ENSMUSG00000070873	0.842915350860387	2.99109325678609	5.19546896439594	0.0011771366263266	0.850712635820299	-0.600331022854887
ENSMUST00000029611	ENSMUSG00000027985	Lef1	3	3	Lef1	ENSMUSG00000027985	-0.622714583480287	4.38733598708164	-5.16546025620324	0.00121739672477178	0.850712635820299	-0.449517618384225
ENSMUST00000082405	ENSMUSG00000064354	mt-Co2	MT	MT	mt-Co2	ENSMUSG00000064354	1.05298005864565	7.2183507401728	5.13623899885194	0.00125807225145814	0.850712635820299	-0.485428899113906
ENSMUST00000199760	ENSMUSG00000106387	Igkv4-73	6	6	Igkv4-73	ENSMUSG00000106387	-4.45674528185538	-2.62449040165167	-5.08387756814111	0.00133478022071039	0.850712635820299	-3.90164251513646
ENSMUST00000102976	ENSMUSG00000015619	Gata3	2	2	Gata3	ENSMUSG00000015619	-1.02172585454224	3.88275245151111	-5.04980401656719	0.00138747416317326	0.850712635820299	-0.605758321543082
ENSMUST00000230021	ENSMUSG00000023484	Prph	15	15	Prph	ENSMUSG00000023484	1.62251181430186	0.723664023069828	5.01534241296395	0.00144312143191095	0.850712635820299	-1.62801437234667
ENSMUST00000164800	ENSMUSG00000031351	Zfp185	X	X	Zfp185	ENSMUSG00000031351	0.842366296054902	3.04049767162658	5.00374967024413	0.00146239272139728	0.850712635820299	-0.705113317498835
ENSMUST00000125685	ENSMUSG00000074071	Fam169b	7	7	Fam169b	ENSMUSG00000074071	-0.839616636195774	3.59248260195335	-4.981862017281	0.00149955914352618	0.850712635820299	-0.724005403419455
ENSMUST00000113532	ENSMUSG00000055632	Hmcn2	2	2	Hmcn2	ENSMUSG00000055632	0.91895896905248	6.51276755155758	4.94438293553472	0.00156565191333051	0.850712635820299	-0.697767567954465
ENSMUST00000015664	ENSMUSG00000028111	Ctsk	3	3	Ctsk	ENSMUSG00000028111	0.706476653895727	8.46879796270014	4.92604080910619	0.00159916661081177	0.850712635820299	-0.714164816670575
ENSMUST00000026360	ENSMUSG00000025321	Itgb8	12	12	Itgb8	ENSMUSG00000025321	-0.912867762150628	3.22816920233534	-4.89850616203646	0.00165097689151338	0.850712635820299	-0.844779002051973
ENSMUST00000103526	ENSMUSG00000095589	Ighv1-55	12	12	Ighv1-55	ENSMUSG00000095589	-2.52129995672287	4.30565181575721	-4.87940000425469	0.00168801762791973	0.850712635820299	-0.750381414329065
ENSMUST00000193893	ENSMUSG00000094694	Ighv1-9	12	12	Ighv1-9	ENSMUSG00000094694	-4.74193071947208	5.31108630434201	-4.85339201523107	0.00173992302411728	0.850712635820299	-0.790552933280234
ENSMUST00000057612	ENSMUSG00000035279	Ssc5d	7	7	Ssc5d	ENSMUSG00000035279	1.03756032688353	5.7304297169664	4.80893037256121	0.00183279005226753	0.850712635820299	-0.8412407953479
ENSMUST00000055671	ENSMUSG00000048806	Ifnb1	4	4	Ifnb1	ENSMUSG00000048806	1.41304497080389	1.08741699153502	4.80074153106688	0.0018504840138955	0.850712635820299	-1.17424162970738
ENSMUST00000033602	ENSMUSG00000031250	Tnmd	X	X	Tnmd	ENSMUSG00000031250	0.936833400540444	4.90670081614547	4.79609522620957	0.00186060727871319	0.850712635820299	-0.842219343610234
ENSMUST00000209187	ENSMUSG00000032009	Sesn3	9	9	Sesn3	ENSMUSG00000032009	-0.45715416126337	6.31244983368275	-4.79486615360216	0.00186329536953095	0.850712635820299	-0.868490983268193
ENSMUST00000203884	ENSMUSG00000035158	Mitf	6	6	Mitf	ENSMUSG00000035158	0.642896178300262	6.11076127041998	4.77788539331912	0.00190087592745843	0.850712635820299	-0.885015987284038
ENSMUST00000102824	ENSMUSG00000034459	Ifit1	19	19	Ifit1	ENSMUSG00000034459	0.65457868132339	4.6885953456207	4.76194885566958	0.00193690770217831	0.850712635820299	-0.876946367746566
ENSMUST00000016673	ENSMUSG00000016529	Il10	1	1	Il10	ENSMUSG00000016529	0.635219975091218	5.51700576018744	4.71335133777307	0.00205152000605197	0.850712635820299	-0.949356443475141
ENSMUST00000103154	ENSMUSG00000057058	Skap1	11	11	Skap1	ENSMUSG00000057058	-1.27003605553941	2.84725876483835	-4.71101065910608	0.00205722604632772	0.850712635820299	-1.16996998963823
ENSMUST00000090287	ENSMUSG00000018830	Myh11	16	16	Myh11	ENSMUSG00000018830	-0.630357348329985	3.44816025941168	-4.70594988806854	0.00206962297272059	0.850712635820299	-0.935255906494285
ENSMUST00000027559	ENSMUSG00000026321	Tnfrsf11a	1	1	Tnfrsf11a	ENSMUSG00000026321	0.726648586396434	6.67986238046575	4.66969803223371	0.0021608720270515	0.850712635820299	-1.01634886311567
ENSMUST00000064285	ENSMUSG00000029638	Glcci1	6	6	Glcci1	ENSMUSG00000029638	-0.454370907561115	6.2505685930378	-4.6502332213336	0.00221168975862485	0.850712635820299	-1.03526526622841
ENSMUST00000114212	ENSMUSG00000079543	Igkv13-85	6	6	Igkv13-85	ENSMUSG00000079543	-4.71298417291591	-0.140930844724899	-4.64828528079298	0.00221684739641442	0.850712635820299	-3.00245780247811
ENSMUST00000001513	ENSMUSG00000001473	Tubb6	18	18	Tubb6	ENSMUSG00000001473	0.495940552271913	6.39711106842228	4.64744585787378	0.00221907405383018	0.850712635820299	-1.0406328089899
ENSMUST00000025263	ENSMUSG00000024401	Tnf	17	17	Tnf	ENSMUSG00000024401	0.514844897309938	7.63631160898878	4.64433457675779	0.00222734857272031	0.850712635820299	-1.04219429250082
ENSMUST00000034231	ENSMUSG00000031779	Ccl22	8	8	Ccl22	ENSMUSG00000031779	0.695968034342907	3.56474147859852	4.63780941188284	0.00224481302140407	0.850712635820299	-1.0068118388686
ENSMUST00000234905	ENSMUSG00000075224	Lrrc55	2	2	Lrrc55	ENSMUSG00000075224	1.51345537440664	0.59506755072148	4.60820752734018	0.00232595893791188	0.850712635820299	-1.80418253949029
ENSMUST00000080167	ENSMUSG00000061815	Rufy4	1	1	Rufy4	ENSMUSG00000061815	0.750149055205853	3.82913071018474	4.59728113791503	0.0023567226795728	0.850712635820299	-1.06258498716776
ENSMUST00000027706	ENSMUSG00000026443	Lrrn2	1	1	Lrrn2	ENSMUSG00000026443	1.01387919462176	1.47359430736947	4.590705144225	0.00237545348095246	0.850712635820299	-1.48608972295396
ENSMUST00000103404	ENSMUSG00000095682	Igkv3-1	6	6	Igkv3-1	ENSMUSG00000095682	-6.61896579248882	-0.743666950575568	-4.55258013646815	0.00248732891246018	0.850712635820299	-3.27169922210194
ENSMUST00000160620	ENSMUSG00000037999	Arap2	5	5	Arap2	ENSMUSG00000037999	-0.591969711566863	5.49072723619857	-4.53716213598623	0.00253420815997997	0.850712635820299	-1.15173651691284
ENSMUST00000196768	ENSMUSG00000096632	Igkv9-124	6	6	Igkv9-124	ENSMUSG00000096632	-6.20809715311753	0.510981077355075	-4.51977082490812	0.00258825725032655	0.850712635820299	-3.11682786088688
ENSMUST00000230067	ENSMUSG00000116336	Krt85	15	15	Krt85	ENSMUSG00000116336	4.00899980131757	-3.49107026172332	4.50150312398874	0.00264639877249964	0.850712635820299	-3.98832452619185
ENSMUST00000031249	ENSMUSG00000029309	Sparcl1	5	5	Sparcl1	ENSMUSG00000029309	0.52039234426493	6.69512480201769	4.47470350986752	0.00273431064020154	0.850712635820299	-1.24816186344746
ENSMUST00000103173	ENSMUSG00000041954	Tnfrsf18	4	4	Tnfrsf18	ENSMUSG00000041954	-0.855602324525152	2.39679655206925	-4.43500797922544	0.00287048054296657	0.850712635820299	-1.5105946480468
ENSMUST00000112771	ENSMUSG00000053268	Dspp	5	5	Dspp	ENSMUSG00000053268	1.94594646280044	-1.27286020659309	4.42845683651521	0.00289366133399833	0.850712635820299	-2.93963010743009
ENSMUST00000132527	ENSMUSG00000027570	Col9a3	2	2	Col9a3	ENSMUSG00000027570	-1.89340631661092	1.64800775769588	-4.40797112526167	0.00296748547265161	0.850712635820299	-1.864898571115
ENSMUST00000103364	ENSMUSG00000076563	Igkv5-48	6	6	Igkv5-48	ENSMUSG00000076563	-2.71974706680134	2.47578988650184	-4.40676993238316	0.00297187793826438	0.850712635820299	-1.54962022223773
ENSMUST00000057054	ENSMUSG00000001493	Meox1	11	11	Meox1	ENSMUSG00000001493	0.772978273253961	3.12575705086391	4.40569669364508	0.00297580854605956	0.850712635820299	-1.27610832162017
ENSMUST00000089688	ENSMUSG00000000957	Mmp14	14	14	Mmp14	ENSMUSG00000000957	0.38552372724325	8.07587839294207	4.40515775583109	0.00297778449342063	0.850712635820299	-1.32892970738911
ENSMUST00000023616	ENSMUSG00000022899	Slc15a2	16	16	Slc15a2	ENSMUSG00000022899	0.749683053834255	4.66225082645786	4.40370372513597	0.00298312270266528	0.850712635820299	-1.27627975898859
ENSMUST00000059595	ENSMUSG00000050965	Prkca	11	11	Prkca	ENSMUSG00000050965	-0.445906437491006	5.5788018674082	-4.39437185823809	0.00301763405245315	0.850712635820299	-1.32735949198798
ENSMUST00000111062	ENSMUSG00000094526	Gm21451	14	14	Gm21451	ENSMUSG00000094526	0.888159206435408	3.70562308177996	4.38867024258599	0.00303893546832423	0.850712635820299	-1.3034655277278
ENSMUST00000164073	ENSMUSG00000067149	Jchain	5	5	Jchain	ENSMUSG00000067149	-1.73218005974702	9.04746090496896	-4.3824726005271	0.00306227743621181	0.850712635820299	-1.3458965457579
ENSMUST00000194738	ENSMUSG00000095079	Igha	12	12	Igha	ENSMUSG00000095079	-0.91449522446114	10.5448713815408	-4.36955493851244	0.00311156381665143	0.850712635820299	-1.34122434382374
ENSMUST00000192512	ENSMUSG00000104252	Pcdha4	18	18	Pcdha4	ENSMUSG00000104252	-5.00372189529221	-4.64459319232801	-4.36693390393245	0.00312167003433311	0.850712635820299	-4.21552609533092
ENSMUST00000046687	ENSMUSG00000038156	Spon1	7	7	Spon1	ENSMUSG00000038156	-0.652550878973774	5.79001355853167	-4.36303342822229	0.00313677627865262	0.850712635820299	-1.37340709763284
ENSMUST00000024011	ENSMUSG00000023243	Kcnk5	14	14	Kcnk5	ENSMUSG00000023243	-0.795390351881348	2.82375972029875	-4.34713808801919	0.00319917241140836	0.850712635820299	-1.44247541373301
ENSMUST00000022986	ENSMUSG00000022358	Fbxo32	15	15	Fbxo32	ENSMUSG00000022358	0.374293199254958	5.50772877403062	4.33605236801708	0.00324349417189565	0.850712635820299	-1.39922182636231
ENSMUST00000228962	ENSMUSG00000037972	Snn	16	16	Snn	ENSMUSG00000037972	-0.699185347922405	4.78089443402235	-4.33047926280129	0.00326602999525288	0.850712635820299	-1.36570292538092
ENSMUST00000194865	ENSMUSG00000076709	Ighv1-47	12	12	Ighv1-47	ENSMUSG00000076709	-6.10142781784707	-0.683012238781876	-4.32893632940205	0.0032722994244809	0.850712635820299	-3.60472329719299
ENSMUST00000114195	ENSMUSG00000053062	Jam2	16	16	Jam2	ENSMUSG00000053062	0.45565222554476	4.39402580927363	4.32102138282905	0.003304668539688	0.850712635820299	-1.36800712679378
ENSMUST00000195359	ENSMUSG00000095197	Ighv1-59	12	12	Ighv1-59	ENSMUSG00000095197	-3.41142456668215	0.336329883262356	-4.3107582233928	0.00334716478986034	0.850712635820299	-2.64270494720257
ENSMUST00000112751	ENSMUSG00000057329	Bcl2	1	1	Bcl2	ENSMUSG00000057329	-0.430463210258931	5.64103200307747	-4.30359307902265	0.00337718821840507	0.850712635820299	-1.43851508825757
ENSMUST00000055558	ENSMUSG00000043505	Gimap5	6	6	Gimap5	ENSMUSG00000043505	-0.969287730963296	2.81410061144132	-4.29803048555775	0.00340070017777818	0.850712635820299	-1.5181771212569
ENSMUST00000103359	ENSMUSG00000096833	Igkv4-55	6	6	Igkv4-55	ENSMUSG00000096833	-5.15586578477332	5.33660665769549	-4.28227544447805	0.00346827274401466	0.850712635820299	-1.4119618302333
ENSMUST00000102512	ENSMUSG00000041193	Pla2g5	4	4	Pla2g5	ENSMUSG00000041193	-1.18771613599117	0.920120708488413	-4.28072192897675	0.00347501497057302	0.850712635820299	-2.14382224851811
ENSMUST00000196940	ENSMUSG00000076596	Igkv3-10	6	6	Igkv3-10	ENSMUSG00000076596	-4.36431314093672	0.870348539800144	-4.27018414900569	0.00352112955459425	0.850712635820299	-2.64537017002965
ENSMUST00000109533	ENSMUSG00000027646	Src	2	2	Src	ENSMUSG00000027646	0.703806703795366	5.86101484852044	4.26655649305067	0.00353715939041148	0.850712635820299	-1.49210749470838
ENSMUST00000197259	ENSMUSG00000039735	Fnbp1l	3	3	Fnbp1l	ENSMUSG00000039735	0.585623436206446	6.41995238969943	4.24950859524797	0.00361356848793676	0.850712635820299	-1.52387655244793
ENSMUST00000027997	ENSMUSG00000026678	Rgs5	1	1	Rgs5	ENSMUSG00000026678	0.446820231072036	6.55055943334927	4.24824593361031	0.00361929925030275	0.850712635820299	-1.52088022295189
ENSMUST00000182642	ENSMUSG00000025964	Adam23	1	1	Adam23	ENSMUSG00000025964	0.785775859342805	3.61636690854153	4.24797760525832	0.0036205183769505	0.850712635820299	-1.44596413074257
ENSMUST00000099374	ENSMUSG00000074802	Gas2l3	10	10	Gas2l3	ENSMUSG00000074802	0.457892901768627	6.74714223749604	4.24122027843292	0.00365136843777659	0.850712635820299	-1.53718906271619
ENSMUST00000111557	ENSMUSG00000030313	Dennd5b	6	6	Dennd5b	ENSMUSG00000030313	-0.823085432393317	5.48940336570128	-4.23653493041258	0.00367292797019604	0.850712635820299	-1.51194370623391
ENSMUST00000103405	ENSMUSG00000076604	Igkj1	6	6	Igkj1	ENSMUSG00000076604	-1.99550374187779	0.33433853475263	-4.17536644060595	0.00396755194025683	0.909279377297597	-2.55181126526875
ENSMUST00000145195	ENSMUSG00000037994	Slc9b2	3	3	Slc9b2	ENSMUSG00000037994	0.747533974140212	4.95877541406967	4.14398399014921	0.00412866469858863	0.936346748100746	-1.60404751530782
ENSMUST00000007423	ENSMUSG00000007279	Scube2	7	7	Scube2	ENSMUSG00000007279	1.14904337227872	2.95356727092353	4.12778476381688	0.00421461654582671	0.945985891090095	-1.59042132323013
ENSMUST00000103344	ENSMUSG00000076543	Igkv4-74	6	6	Igkv4-74	ENSMUSG00000076543	-5.51825877004418	0.357187474236163	-4.11309722008939	0.00429423948000937	0.949165367582042	-3.17625828915735
ENSMUST00000027476	ENSMUSG00000026258	Snorc	1	1	Snorc	ENSMUSG00000026258	-3.02381931917728	-0.224809960515911	-4.10155932348641	0.00435794037189339	0.949165367582042	-2.99305596503766
ENSMUST00000031106	ENSMUSG00000029204	Rhoh	5	5	Rhoh	ENSMUSG00000029204	-0.611861130442222	5.05334845885038	-4.09270323818744	0.00440753500562342	0.949165367582042	-1.66114395079771
ENSMUST00000077273	ENSMUSG00000061731	Ext1	15	15	Ext1	ENSMUSG00000061731	0.401399022364953	6.6405383288454	4.08134745235445	0.00447203193503468	0.949165367582042	-1.73888015315279
ENSMUST00000112241	ENSMUSG00000042064	Myo3b	2	2	Myo3b	ENSMUSG00000042064	-2.47306665355392	-0.242060624081736	-4.07065436018046	0.00453370782710409	0.949165367582042	-2.95621395609632
ENSMUST00000026021	ENSMUSG00000025044	Msr1	8	8	Msr1	ENSMUSG00000025044	0.496995697571212	5.15667212880994	4.05613535455703	0.00461894170009068	0.949165367582042	-1.72979186467657
ENSMUST00000039987	ENSMUSG00000041272	Tox	4	4	Tox	ENSMUSG00000041272	-1.6098501570324	3.29349945546872	-4.05397515011203	0.00463177194000585	0.949165367582042	-1.6991693171735
ENSMUST00000033898	ENSMUSG00000031502	Col4a1	8	8	Col4a1	ENSMUSG00000031502	0.349220686081868	8.07073207748546	4.04616271665867	0.00467849843268464	0.949165367582042	-1.77760789388436
ENSMUST00000078482	ENSMUSG00000036862	Dchs1	7	7	Dchs1	ENSMUSG00000036862	0.421758764499154	5.74290429367917	4.03120017306088	0.0047694320934983	0.949165367582042	-1.78690448063231
ENSMUST00000153274	ENSMUSG00000028962	Slc4a2	5	5	Slc4a2	ENSMUSG00000028962	0.354616271927947	6.27210848289631	4.01540947177458	0.0048674938723934	0.949165367582042	-1.81885023584202
ENSMUST00000032386	ENSMUSG00000030256	Bhlhe41	6	6	Bhlhe41	ENSMUSG00000030256	-0.514763916439864	4.68508825325412	-4.00139604039903	0.00495636133163792	0.949165367582042	-1.76960066947107
ENSMUST00000168598	ENSMUSG00000053580	Tanc2	11	11	Tanc2	ENSMUSG00000053580	0.437632023026537	6.01929688142248	3.97122265871249	0.00515377076809327	0.949165367582042	-1.87026415490665
ENSMUST00000086423	ENSMUSG00000066878	Kpna2rt	17	17	Kpna2rt	ENSMUSG00000066878	4.26657923855848	-3.2440914432469	3.96854262413064	0.00517171475688893	0.949165367582042	-4.11733570980178
ENSMUST00000075299	ENSMUSG00000033871	Ppargc1b	18	18	Ppargc1b	ENSMUSG00000033871	0.595219236670117	4.25235076393191	3.96854103434837	0.00517172542134128	0.949165367582042	-1.77937987380794
ENSMUST00000031540	ENSMUSG00000041827	Oasl1	5	5	Oasl1	ENSMUSG00000041827	0.756845310410405	5.09738469256906	3.9682765146389	0.00517350018523033	0.949165367582042	-1.84410830898776
ENSMUST00000109409	ENSMUSG00000020297	Nsg2	11	11	Nsg2	ENSMUSG00000020297	-1.31808437985631	1.52533795279994	-3.96392289937275	0.00520280575750353	0.949165367582042	-2.17397508959692
ENSMUST00000048777	ENSMUSG00000042262	Ccr8	9	9	Ccr8	ENSMUSG00000042262	-2.25354177208568	1.07291214479169	-3.95832239162887	0.00524077073139084	0.949165367582042	-2.35789166082124
ENSMUST00000053375	ENSMUSG00000050921	P2ry10	X	X	P2ry10	ENSMUSG00000050921	-0.954811635371448	4.72496293583524	-3.95394187623134	0.00527067582781419	0.949165367582042	-1.83254220060166
ENSMUST00000234494	ENSMUSG00000033960	Jcad	18	18	Jcad	ENSMUSG00000033960	0.391598329220165	5.84137198311402	3.94532895273411	0.00533001816150257	0.949165367582042	-1.89997906508624
ENSMUST00000036113	ENSMUSG00000039976	Tbc1d16	11	11	Tbc1d16	ENSMUSG00000039976	0.379900739718884	4.48828004810533	3.94036457874281	0.00536455244900426	0.949165367582042	-1.83576597178113
ENSMUST00000103141	ENSMUSG00000018168	Ikzf3	11	11	Ikzf3	ENSMUSG00000018168	-0.973203984134956	5.79094122521801	-3.93937913892319	0.00537143651636115	0.949165367582042	-1.89078621248847
ENSMUST00000199143	ENSMUSG00000076534	Igkv12-89	6	6	Igkv12-89	ENSMUSG00000076534	-5.55623830531121	1.36905077632327	-3.93627263789782	0.00539320086355084	0.949165367582042	-2.70201464459522
ENSMUST00000021738	ENSMUSG00000021306	Gpr137b	13	13	Gpr137b	ENSMUSG00000021306	0.535262575850776	7.00883784983531	3.92151888923244	0.00549788521437245	0.949165367582042	-1.94616448534582
ENSMUST00000195656	ENSMUSG00000015314	Slamf6	1	1	Slamf6	ENSMUSG00000015314	-0.565187893285848	4.6580243203639	-3.9177092409178	0.00552527413019704	0.949165367582042	-1.85506789632802
ENSMUST00000150897	ENSMUSG00000061356	Nuggc	14	14	Nuggc	ENSMUSG00000061356	-1.85996732778765	0.0937896452647296	-3.90972751438505	0.00558314014965467	0.949165367582042	-2.79000380696653
ENSMUST00000029865	ENSMUSG00000028211	Trp53inp1	4	4	Trp53inp1	ENSMUSG00000028211	-0.937257014244167	7.26891425985958	-3.90908843171204	0.00558780180456674	0.949165367582042	-1.96246363905525
ENSMUST00000025211	ENSMUSG00000024353	Mzb1	18	18	Mzb1	ENSMUSG00000024353	-1.52263290952273	3.86469823487542	-3.90811368109276	0.00559492007469497	0.949165367582042	-1.83366740803656
ENSMUST00000030372	ENSMUSG00000028626	Col9a2	4	4	Col9a2	ENSMUSG00000028626	-2.39105981132109	2.03068477932478	-3.90130217516607	0.00564493830623021	0.949165367582042	-2.10997749372541
ENSMUST00000103391	ENSMUSG00000095794	Igkv6-17	6	6	Igkv6-17	ENSMUSG00000095794	-2.59579656313489	2.9743477112671	-3.90110990439238	0.0056463572279766	0.949165367582042	-1.89375522846571
ENSMUST00000000514	ENSMUSG00000026315	Serpinb8	1	1	Serpinb8	ENSMUSG00000026315	0.681958235368843	5.03390182215291	3.8971366428979	0.00567576614254947	0.949165367582042	-1.92214912671717
ENSMUST00000103378	ENSMUSG00000076577	Igkv8-30	6	6	Igkv8-30	ENSMUSG00000076577	-2.25040270309331	2.63029719429169	-3.89155241303497	0.00571738090705892	0.949165367582042	-1.94461163010581
ENSMUST00000027162	ENSMUSG00000026009	Icos	1	1	Icos	ENSMUSG00000026009	-1.23036620522792	3.42132504491377	-3.88735265425143	0.00574889689883201	0.949165367582042	-1.86224615171732
ENSMUST00000057497	ENSMUSG00000004415	Col26a1	5	5	Col26a1	ENSMUSG00000004415	0.96912544961321	2.98216971079925	3.88538019369758	0.00576376385912109	0.949165367582042	-1.89473261784179
ENSMUST00000100322	ENSMUSG00000075478	Slitrk1	14	14	Slitrk1	ENSMUSG00000075478	2.02641780354356	-0.634911053282675	3.8850027863861	0.00576661323980776	0.949165367582042	-3.13204774521652
ENSMUST00000129902	ENSMUSG00000037754	Ppp1r16b	2	2	Ppp1r16b	ENSMUSG00000037754	-0.807617425170167	5.42133954819521	-3.88133060715499	0.00579441784074837	0.949165367582042	-1.96094673865861
ENSMUST00000069330	ENSMUSG00000001348	Acp5	9	9	Acp5	ENSMUSG00000001348	0.663374519916704	8.46531849041009	3.88082904668392	0.00579822679994541	0.949165367582042	-1.98538341471475
ENSMUST00000249387	ENSMUSG00000091756	Gm3095	14	14	Gm3095	ENSMUSG00000091756	-0.652507906385833	3.34778211075464	-3.85147245849163	0.00602597934919185	0.979086734258246	-1.91749077379075
